 ******* Program HYDRUS
 ******* 
 Replicate Fairfield dual perm model using runhydrus, add artificial KBr 
 Date:  31. 3.2026    Time:  18: 9:31
 Units: L = cm   , T = days , M = mmol 


 Time:     0.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]
  39   -66.50    -223.80 0.2436     -219.52 0.002171   0.384E-03   0.216E-05 0.00000     0.529E-06   0.153E-03      20.000     0.289E+03   0.344E+03   0.000E+00   0.000E+00
  40   -68.25    -221.96 0.2442     -217.60 0.002183   0.400E-03   0.207E-05 0.00000     0.552E-06   0.158E-03      20.000     0.286E+03   0.336E+03   0.000E+00   0.000E+00
  41   -70.00    -220.11 0.2447     -215.69 0.002194   0.408E-03   0.196E-05 0.00000     0.575E-06   0.162E-03      20.000     0.282E+03   0.328E+03   0.000E+00   0.000E+00
  42   -71.75    -218.27 0.2453     -213.80 0.002206   0.411E-03   0.183E-05 0.00000     0.596E-06   0.164E-03      20.000     0.276E+03   0.320E+03   0.000E+00   0.000E+00
  43   -73.50    -216.43 0.2459     -211.91 0.002217   0.409E-03   0.169E-05 0.00000     0.616E-06   0.166E-03      20.000     0.270E+03   0.313E+03   0.000E+00   0.000E+00
  44   -75.25    -214.59 0.2464     -210.05 0.002228   0.401E-03   0.153E-05 0.00000     0.635E-06   0.167E-03      20.000     0.264E+03   0.306E+03   0.000E+00   0.000E+00
  45   -77.00    -212.76 0.2470     -208.20 0.002239   0.390E-03   0.137E-05 0.00000     0.653E-06   0.169E-03      20.000     0.258E+03   0.300E+03   0.000E+00   0.000E+00
  46   -78.75    -210.93 0.2476     -206.36 0.002250   0.374E-03   0.120E-05 0.00000     0.671E-06   0.170E-03      20.000     0.253E+03   0.294E+03   0.000E+00   0.000E+00
  47   -80.50    -209.11 0.2481     -204.53 0.002261   0.355E-03   0.102E-05 0.00000     0.687E-06   0.171E-03      20.000     0.249E+03   0.288E+03   0.000E+00   0.000E+00
  48   -82.25    -207.29 0.2487     -202.72 0.002272   0.332E-03   0.830E-06 0.00000     0.702E-06   0.174E-03      20.000     0.248E+03   0.283E+03   0.000E+00   0.000E+00
  49   -84.00    -205.48 0.2492     -200.93 0.002283   0.307E-03   0.630E-06 0.00000     0.715E-06   0.179E-03      20.000     0.250E+03   0.278E+03   0.000E+00   0.000E+00
  50   -85.75    -203.67 0.2498     -199.14 0.002294   0.278E-03   0.414E-06 0.00000     0.728E-06   0.185E-03      20.000     0.253E+03   0.273E+03   0.000E+00   0.000E+00
  51   -87.50    -201.87 0.2504     -197.37 0.002304   0.246E-03   0.176E-06 0.00000     0.740E-06   0.190E-03      20.000     0.257E+03   0.268E+03   0.000E+00   0.000E+00
  52   -89.25    -200.08 0.2509     -195.62 0.002315   0.212E-03  -0.879E-07 0.00000     0.750E-06   0.194E-03      20.000     0.259E+03   0.264E+03   0.000E+00   0.000E+00
  53   -91.00    -198.30 0.2515     -193.88 0.002325   0.175E-03  -0.381E-06 0.00000     0.758E-06   0.198E-03      20.000     0.261E+03   0.259E+03   0.000E+00   0.000E+00
  54   -92.75    -196.52 0.2520     -192.17 0.002336   0.135E-03  -0.697E-06 0.00000     0.765E-06   0.201E-03      20.000     0.262E+03   0.255E+03   0.000E+00   0.000E+00
  55   -94.50    -194.75 0.2526     -190.46 0.002349   0.933E-04  -0.139E-05 0.00000     0.769E-06   0.204E-03      20.000     0.265E+03   0.251E+03   0.000E+00   0.000E+00
  56   -96.25    -192.99 0.2531     -188.82 0.002364   0.492E-04  -0.244E-05 0.00000     0.765E-06   0.204E-03      20.000     0.267E+03   0.247E+03   0.000E+00   0.000E+00
  57   -98.00    -191.23 0.2537     -187.22 0.002377  -0.441E-05  -0.348E-05 0.00000     0.755E-06   0.201E-03      20.000     0.266E+03   0.243E+03   0.000E+00   0.000E+00
  58   -99.75    -189.49 0.2544     -185.66 0.002391  -0.678E-04  -0.452E-05 0.00000     0.742E-06   0.196E-03      20.000     0.264E+03   0.238E+03   0.000E+00   0.000E+00
  59  -101.50    -187.75 0.2551     -184.15 0.002404  -0.134E-03  -0.558E-05 0.00000     0.720E-06   0.189E-03      20.000     0.263E+03   0.234E+03   0.000E+00   0.000E+00
  60  -103.25    -186.03 0.2558     -182.67 0.002417  -0.202E-03  -0.667E-05 0.00000     0.690E-06   0.183E-03      20.000     0.266E+03   0.230E+03   0.000E+00   0.000E+00
  61  -105.00    -184.31 0.2565     -181.24 0.002429  -0.272E-03  -0.782E-05 0.00000     0.650E-06   0.177E-03      20.000     0.273E+03   0.226E+03   0.000E+00   0.000E+00
  62  -106.75    -182.61 0.2572     -179.84 0.002441  -0.345E-03  -0.905E-05 0.00000     0.601E-06   0.168E-03      20.000     0.280E+03   0.222E+03   0.000E+00   0.000E+00
  63  -108.50    -180.91 0.2579     -178.49 0.002453  -0.419E-03  -0.104E-04 0.00000     0.540E-06   0.154E-03      20.000     0.285E+03   0.218E+03   0.000E+00   0.000E+00
  64  -110.25    -179.22 0.2586     -177.18 0.002464  -0.494E-03  -0.118E-04 0.00000     0.467E-06   0.134E-03      20.000     0.286E+03   0.214E+03   0.000E+00   0.000E+00
  65  -112.00    -177.53 0.2593     -175.91 0.002475  -0.572E-03  -0.134E-04 0.00000     0.381E-06   0.109E-03      20.000     0.285E+03   0.210E+03   0.000E+00   0.000E+00
  66  -113.75    -175.86 0.2600     -174.70 0.002486  -0.651E-03  -0.151E-04 0.00000     0.280E-06   0.792E-04      20.000     0.283E+03   0.206E+03   0.000E+00   0.000E+00
  67  -115.50    -174.19 0.2607     -173.54 0.002496  -0.731E-03  -0.170E-04 0.00000     0.162E-06   0.456E-04      20.000     0.282E+03   0.202E+03   0.000E+00   0.000E+00
  68  -117.25    -172.53 0.2613     -172.43 0.002505  -0.812E-03  -0.192E-04 0.00000     0.248E-07   0.690E-05      20.000     0.279E+03   0.198E+03   0.000E+00   0.000E+00
  69  -119.00    -170.88 0.2620     -171.40 0.002514  -0.894E-03  -0.216E-04 0.00000    -0.134E-06  -0.260E-04      20.000     0.273E+03   0.195E+03   0.000E+00   0.000E+00
  70  -120.75    -169.23 0.2627     -170.44 0.002523  -0.976E-03  -0.243E-04 0.00000    -0.317E-06  -0.605E-04      20.000     0.266E+03   0.191E+03   0.000E+00   0.000E+00
  71  -122.50    -167.59 0.2634     -169.56 0.002530  -0.106E-02  -0.273E-04 0.00000    -0.528E-06  -0.990E-04      20.000     0.261E+03   0.188E+03   0.000E+00   0.000E+00
  72  -124.25    -165.96 0.2640     -168.78 0.002537  -0.114E-02  -0.308E-04 0.00000    -0.770E-06  -0.142E-03      20.000     0.261E+03   0.184E+03   0.000E+00   0.000E+00
  73  -126.00    -164.33 0.2647     -168.11 0.002543  -0.123E-02  -0.347E-04 0.00000    -0.105E-05  -0.190E-03      20.000     0.263E+03   0.181E+03   0.000E+00   0.000E+00
  74  -127.75    -162.71 0.2653     -167.56 0.002548  -0.131E-02  -0.391E-04 0.00000    -0.137E-05  -0.244E-03      20.000     0.265E+03   0.178E+03   0.000E+00   0.000E+00
  75  -129.50    -161.09 0.2660     -167.15 0.002551  -0.140E-02  -0.442E-04 0.00000    -0.174E-05  -0.304E-03      20.000     0.264E+03   0.175E+03   0.000E+00   0.000E+00
  76  -131.25    -159.48 0.2667     -166.91 0.002553  -0.148E-02  -0.499E-04 0.00000    -0.216E-05  -0.371E-03      20.000     0.260E+03   0.172E+03   0.000E+00   0.000E+00
  77  -133.00    -157.87 0.2673     -166.86 0.002554  -0.156E-02  -0.565E-04 0.00000    -0.264E-05  -0.448E-03      20.000     0.255E+03   0.170E+03   0.000E+00   0.000E+00
  78  -134.75    -156.27 0.2680     -167.03 0.002552  -0.165E-02  -0.640E-04 0.00000    -0.320E-05  -0.534E-03      20.000     0.250E+03   0.167E+03   0.000E+00   0.000E+00
  79  -136.50    -154.68 0.2686     -167.48 0.002548  -0.173E-02  -0.725E-04 0.00000    -0.383E-05  -0.631E-03      20.000     0.246E+03   0.165E+03   0.000E+00   0.000E+00
  80  -138.25    -153.08 0.2693     -168.24 0.002542  -0.181E-02  -0.823E-04 0.00000    -0.456E-05  -0.742E-03      20.000     0.251E+03   0.163E+03   0.000E+00   0.000E+00
  81  -140.00    -151.49 0.2700     -169.40 0.002532  -0.190E-02  -0.935E-04 0.00000    -0.543E-05  -0.872E-03      20.000     0.244E+03   0.161E+03   0.000E+00   0.000E+00
  82  -141.75    -149.91 0.2708     -171.04 0.002517  -0.201E-02  -0.106E-03 0.00000    -0.650E-05  -0.103E-02      20.000     0.264E+03   0.159E+03   0.000E+00   0.000E+00
  83  -143.50    -148.32 0.2717     -173.30 0.002498  -0.211E-02  -0.122E-03 0.00000    -0.775E-05  -0.122E-02      20.000     0.233E+03   0.157E+03   0.000E+00   0.000E+00
  84  -145.25    -146.74 0.2725     -176.39 0.002471  -0.221E-02  -0.139E-03 0.00000    -0.925E-05  -0.144E-02      20.000     0.293E+03   0.156E+03   0.000E+00   0.000E+00
  85  -147.00    -145.16 0.2733     -180.63 0.002434  -0.231E-02  -0.160E-03 0.00000    -0.111E-04  -0.172E-02      20.000     0.192E+03   0.155E+03   0.000E+00   0.000E+00
  86  -148.75    -143.58 0.2742     -186.64 0.002382  -0.240E-02  -0.184E-03 0.00000    -0.134E-04  -0.206E-02      20.000     0.335E+03   0.154E+03   0.000E+00   0.000E+00
  87  -150.50    -141.99 0.2750     -195.53 0.002315  -0.249E-02  -0.214E-03 0.00000    -0.164E-04  -0.251E-02      20.000     0.130E+03   0.154E+03   0.000E+00   0.000E+00
  88  -152.25    -140.56 0.0577     -196.61 0.031661  -0.255E-02  -0.230E-03 0.00000    -0.809E-06  -0.124E-03      20.000     0.130E+03   0.153E+03   0.000E+00   0.000E+00
  89  -154.00    -140.39 0.0578     -196.46 0.031661  -0.258E-02  -0.232E-03 0.00000    -0.816E-06  -0.124E-03      20.000     0.130E+03   0.152E+03   0.000E+00   0.000E+00
  90  -155.75    -140.24 0.0578     -196.31 0.031661  -0.261E-02  -0.234E-03 0.00000    -0.823E-06  -0.124E-03      20.000     0.129E+03   0.151E+03   0.000E+00   0.000E+00
  91  -157.50    -140.09 0.0578     -196.18 0.031661  -0.265E-02  -0.236E-03 0.00000    -0.830E-06  -0.124E-03      20.000     0.129E+03   0.149E+03   0.000E+00   0.000E+00
  92  -159.25    -139.96 0.0578     -196.06 0.031661  -0.268E-02  -0.238E-03 0.00000    -0.836E-06  -0.124E-03      20.000     0.129E+03   0.148E+03   0.000E+00   0.000E+00
  93  -161.00    -139.83 0.0578     -195.95 0.031661  -0.272E-02  -0.240E-03 0.00000    -0.842E-06  -0.124E-03      20.000     0.129E+03   0.147E+03   0.000E+00   0.000E+00
  94  -162.75    -139.71 0.0579     -195.85 0.031661  -0.275E-02  -0.242E-03 0.00000    -0.847E-06  -0.124E-03      20.000     0.129E+03   0.147E+03   0.000E+00   0.000E+00
  95  -164.50    -139.61 0.0579     -195.77 0.031661  -0.279E-02  -0.243E-03 0.00000    -0.852E-06  -0.124E-03      20.000     0.129E+03   0.146E+03   0.000E+00   0.000E+00
  96  -166.25    -139.52 0.0579     -195.70 0.031662  -0.282E-02  -0.245E-03 0.00000    -0.856E-06  -0.124E-03      20.000     0.129E+03   0.145E+03   0.000E+00   0.000E+00
  97  -168.00    -139.44 0.0579     -195.64 0.031662  -0.286E-02  -0.247E-03 0.00000    -0.860E-06  -0.124E-03      20.000     0.129E+03   0.145E+03   0.000E+00   0.000E+00
  98  -169.75    -139.38 0.0579     -195.59 0.031662  -0.290E-02  -0.249E-03 0.00000    -0.863E-06  -0.124E-03      20.000     0.129E+03   0.144E+03   0.000E+00   0.000E+00
  99  -171.50    -139.33 0.0579     -195.56 0.031662  -0.293E-02  -0.251E-03 0.00000    -0.865E-06  -0.124E-03      20.000     0.129E+03   0.144E+03   0.000E+00   0.000E+00
 100  -173.25    -139.30 0.0579     -195.54 0.031662  -0.297E-02  -0.253E-03 0.00000    -0.866E-06  -0.125E-03      20.000     0.129E+03   0.144E+03   0.000E+00   0.000E+00
 101  -175.00    -139.29 0.0579     -195.53 0.031662  -0.299E-02  -0.254E-03 0.00000    -0.867E-06  -0.125E-03      20.000     0.129E+03   0.144E+03   0.000E+00   0.000E+00
end


 Time:  1514.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]

   1     0.00    -255.51 0.2574     -233.10 0.011052   0.276E-01   0.617E-02 0.00000     0.613E-04   0.000E+00      20.000     0.000E+00   0.000E+00   0.000E+00   0.000E+00
   2    -1.75    -218.52 0.2670     -230.44 0.011088   0.199E-01   0.565E-02 0.00000    -0.481E-04  -0.955E-03      20.000     0.172E+02   0.192E+02   0.000E+00   0.000E+00
   3    -3.50    -204.92 0.2709     -227.96 0.011122   0.672E-02   0.459E-02 0.00000    -0.967E-04  -0.454E-02      20.000     0.242E+02   0.458E+02   0.000E+00   0.000E+00
   4    -5.25    -202.15 0.2717     -225.65 0.011153  -0.292E-02   0.349E-02 0.00000    -0.101E-03  -0.714E-02      20.000     0.331E+02   0.708E+02   0.000E+00   0.000E+00
   5    -7.00    -206.63 0.2704     -223.50 0.011182  -0.971E-02   0.242E-02 0.00000    -0.717E-04  -0.648E-02      20.000     0.436E+02   0.910E+02   0.000E+00   0.000E+00
   6    -8.75    -216.85 0.2675     -221.50 0.011209  -0.137E-01   0.142E-02 0.00000    -0.198E-04  -0.220E-02      20.000     0.506E+02   0.111E+03   0.000E+00   0.000E+00
   7   -10.50    -220.79 0.2445     -219.51 0.002171  -0.159E-01   0.735E-03 0.00000     0.103E-06   0.553E-05      20.000     0.550E+02   0.135E+03   0.000E+00   0.000E+00
   8   -12.25    -222.97 0.2438     -185.63 0.002391  -0.172E-01   0.381E-03 0.00000     0.599E-05   0.907E-03      20.000     0.153E+03   0.160E+03   0.000E+00   0.000E+00
   9   -14.00    -225.52 0.2431     -174.30 0.002489  -0.179E-01   0.131E-03 0.00000     0.911E-05   0.126E-02      20.000     0.138E+03   0.188E+03   0.000E+00   0.000E+00
  10   -15.75    -228.33 0.2422     -171.41 0.002514  -0.180E-01  -0.377E-04 0.00000     0.103E-04   0.210E-02      20.000     0.204E+03   0.218E+03   0.000E+00   0.000E+00
  11   -17.50    -231.29 0.2413     -173.47 0.002496  -0.175E-01  -0.153E-03 0.00000     0.101E-04   0.188E-02      20.000     0.186E+03   0.248E+03   0.000E+00   0.000E+00
  12   -19.25    -234.28 0.2404     -179.37 0.002445  -0.166E-01  -0.223E-03 0.00000     0.886E-05   0.132E-02      20.000     0.149E+03   0.278E+03   0.000E+00   0.000E+00
  13   -21.00    -237.17 0.2395     -188.99 0.002362  -0.153E-01  -0.249E-03 0.00000     0.694E-05   0.734E-03      20.000     0.106E+03   0.307E+03   0.000E+00   0.000E+00
  14   -22.75    -239.86 0.2386     -201.69 0.002278  -0.138E-01  -0.236E-03 0.00000     0.481E-05   0.391E-03      20.000     0.813E+02   0.333E+03   0.000E+00   0.000E+00
  15   -24.50    -242.22 0.2379     -215.42 0.002196  -0.122E-01  -0.196E-03 0.00000     0.298E-05   0.252E-03      20.000     0.847E+02   0.358E+03   0.000E+00   0.000E+00
  16   -26.25    -244.26 0.2374     -228.13 0.002120  -0.109E-01  -0.141E-03 0.00000     0.162E-05   0.181E-03      20.000     0.112E+03   0.380E+03   0.000E+00   0.000E+00
  17   -28.00    -245.90 0.2371     -238.05 0.002060  -0.954E-02  -0.877E-04 0.00000     0.723E-06   0.108E-03      20.000     0.148E+03   0.399E+03   0.000E+00   0.000E+00
  18   -29.75    -247.14 0.2368     -244.14 0.002028  -0.825E-02  -0.516E-04 0.00000     0.263E-06   0.484E-04      20.000     0.184E+03   0.415E+03   0.000E+00   0.000E+00
  19   -31.50    -247.97 0.2366     -247.60 0.002013  -0.704E-02  -0.317E-04 0.00000     0.291E-07   0.627E-05      20.000     0.215E+03   0.428E+03   0.000E+00   0.000E+00
  20   -33.25    -248.42 0.2365     -249.09 0.002007  -0.594E-02  -0.193E-04 0.00000    -0.591E-07  -0.260E-04      20.000     0.241E+03   0.439E+03   0.000E+00   0.000E+00
  21   -35.00    -248.52 0.2365     -249.34 0.002006  -0.495E-02  -0.120E-04 0.00000    -0.713E-07  -0.319E-04      20.000     0.258E+03   0.447E+03   0.000E+00   0.000E+00
  22   -36.75    -248.31 0.2365     -248.86 0.002008  -0.410E-02  -0.774E-05 0.00000    -0.479E-07  -0.216E-04      20.000     0.269E+03   0.452E+03   0.000E+00   0.000E+00
  23   -38.50    -247.82 0.2366     -247.94 0.002012  -0.336E-02  -0.514E-05 0.00000    -0.104E-07  -0.473E-05      20.000     0.276E+03   0.455E+03   0.000E+00   0.000E+00
  24   -40.25    -247.09 0.2368     -246.75 0.002017  -0.273E-02  -0.348E-05 0.00000     0.308E-07   0.859E-05      20.000     0.279E+03   0.456E+03   0.000E+00   0.000E+00
  25   -42.00    -246.16 0.2370     -245.37 0.002022  -0.220E-02  -0.233E-05 0.00000     0.713E-07   0.199E-04      20.000     0.279E+03   0.455E+03   0.000E+00   0.000E+00
  26   -43.75    -245.07 0.2373     -243.86 0.002029  -0.176E-02  -0.146E-05 0.00000     0.110E-06   0.303E-04      20.000     0.276E+03   0.452E+03   0.000E+00   0.000E+00
  27   -45.50    -243.83 0.2375     -242.25 0.002035  -0.140E-02  -0.760E-06 0.00000     0.146E-06   0.399E-04      20.000     0.274E+03   0.447E+03   0.000E+00   0.000E+00
  28   -47.25    -242.49 0.2378     -240.56 0.002045  -0.111E-02  -0.135E-06 0.00000     0.180E-06   0.491E-04      20.000     0.272E+03   0.441E+03   0.000E+00   0.000E+00
  29   -49.00    -241.05 0.2383     -238.78 0.002056  -0.830E-03   0.429E-06 0.00000     0.216E-06   0.585E-04      20.000     0.271E+03   0.434E+03   0.000E+00   0.000E+00
  30   -50.75    -239.52 0.2387     -236.96 0.002067  -0.573E-03   0.893E-06 0.00000     0.250E-06   0.675E-04      20.000     0.270E+03   0.427E+03   0.000E+00   0.000E+00
  31   -52.50    -237.91 0.2392     -235.08 0.002078  -0.366E-03   0.127E-05 0.00000     0.283E-06   0.766E-04      20.000     0.271E+03   0.418E+03   0.000E+00   0.000E+00
  32   -54.25    -236.24 0.2397     -233.18 0.002089  -0.200E-03   0.158E-05 0.00000     0.314E-06   0.862E-04      20.000     0.274E+03   0.409E+03   0.000E+00   0.000E+00
  33   -56.00    -234.52 0.2403     -231.25 0.002101  -0.666E-04   0.182E-05 0.00000     0.345E-06   0.961E-04      20.000     0.278E+03   0.400E+03   0.000E+00   0.000E+00
  34   -57.75    -232.78 0.2408     -229.31 0.002113   0.407E-04   0.199E-05 0.00000     0.375E-06   0.106E-03      20.000     0.282E+03   0.390E+03   0.000E+00   0.000E+00
  35   -59.50    -231.00 0.2414     -227.37 0.002124   0.127E-03   0.210E-05 0.00000     0.404E-06   0.115E-03      20.000     0.285E+03   0.381E+03   0.000E+00   0.000E+00
  36   -61.25    -229.21 0.2419     -225.42 0.002136   0.195E-03   0.215E-05 0.00000     0.433E-06   0.125E-03      20.000     0.288E+03   0.371E+03   0.000E+00   0.000E+00
  37   -63.00    -227.40 0.2425     -223.48 0.002148   0.248E-03   0.217E-05 0.00000     0.460E-06   0.133E-03      20.000     0.290E+03   0.362E+03   0.000E+00   0.000E+00
  38   -64.75    -225.58 0.2430     -221.54 0.002159   0.290E-03   0.214E-05 0.00000     0.486E-06   0.141E-03      20.000     0.290E+03   0.353E+03   0.000E+00   0.000E+00
  39   -66.50    -223.76 0.2436     -219.61 0.002171   0.321E-03   0.208E-05 0.00000     0.511E-06   0.148E-03      20.000     0.289E+03   0.344E+03   0.000E+00   0.000E+00
  40   -68.25    -221.93 0.2442     -217.70 0.002182   0.342E-03   0.199E-05 0.00000     0.535E-06   0.153E-03      20.000     0.286E+03   0.336E+03   0.000E+00   0.000E+00
  41   -70.00    -220.10 0.2447     -215.80 0.002194   0.357E-03   0.189E-05 0.00000     0.558E-06   0.157E-03      20.000     0.282E+03   0.328E+03   0.000E+00   0.000E+00
  42   -71.75    -218.26 0.2453     -213.91 0.002205   0.364E-03   0.176E-05 0.00000     0.580E-06   0.160E-03      20.000     0.276E+03   0.320E+03   0.000E+00   0.000E+00
  43   -73.50    -216.43 0.2459     -212.03 0.002216   0.365E-03   0.162E-05 0.00000     0.600E-06   0.162E-03      20.000     0.270E+03   0.313E+03   0.000E+00   0.000E+00
  44   -75.25    -214.61 0.2464     -210.17 0.002228   0.361E-03   0.147E-05 0.00000     0.620E-06   0.163E-03      20.000     0.264E+03   0.306E+03   0.000E+00   0.000E+00
  45   -77.00    -212.78 0.2470     -208.32 0.002239   0.352E-03   0.131E-05 0.00000     0.638E-06   0.165E-03      20.000     0.258E+03   0.300E+03   0.000E+00   0.000E+00
  46   -78.75    -210.96 0.2476     -206.48 0.002250   0.339E-03   0.114E-05 0.00000     0.655E-06   0.166E-03      20.000     0.253E+03   0.294E+03   0.000E+00   0.000E+00
  47   -80.50    -209.14 0.2481     -204.66 0.002261   0.322E-03   0.964E-06 0.00000     0.671E-06   0.167E-03      20.000     0.249E+03   0.288E+03   0.000E+00   0.000E+00
  48   -82.25    -207.33 0.2487     -202.86 0.002271   0.301E-03   0.773E-06 0.00000     0.686E-06   0.170E-03      20.000     0.248E+03   0.283E+03   0.000E+00   0.000E+00
  49   -84.00    -205.52 0.2492     -201.06 0.002282   0.276E-03   0.569E-06 0.00000     0.700E-06   0.175E-03      20.000     0.250E+03   0.278E+03   0.000E+00   0.000E+00
  50   -85.75    -203.72 0.2498     -199.28 0.002293   0.249E-03   0.350E-06 0.00000     0.713E-06   0.181E-03      20.000     0.253E+03   0.273E+03   0.000E+00   0.000E+00
  51   -87.50    -201.93 0.2503     -197.52 0.002303   0.218E-03   0.111E-06 0.00000     0.724E-06   0.186E-03      20.000     0.257E+03   0.268E+03   0.000E+00   0.000E+00
  52   -89.25    -200.14 0.2509     -195.77 0.002314   0.184E-03  -0.149E-06 0.00000     0.734E-06   0.190E-03      20.000     0.259E+03   0.264E+03   0.000E+00   0.000E+00
  53   -91.00    -198.36 0.2514     -194.04 0.002324   0.148E-03  -0.429E-06 0.00000     0.743E-06   0.193E-03      20.000     0.261E+03   0.259E+03   0.000E+00   0.000E+00
  54   -92.75    -196.59 0.2520     -192.32 0.002335   0.110E-03  -0.725E-06 0.00000     0.749E-06   0.197E-03      20.000     0.262E+03   0.255E+03   0.000E+00   0.000E+00
  55   -94.50    -194.82 0.2525     -190.62 0.002348   0.686E-04  -0.139E-05 0.00000     0.754E-06   0.200E-03      20.000     0.265E+03   0.251E+03   0.000E+00   0.000E+00
  56   -96.25    -193.07 0.2531     -188.97 0.002362   0.252E-04  -0.241E-05 0.00000     0.750E-06   0.200E-03      20.000     0.267E+03   0.247E+03   0.000E+00   0.000E+00
  57   -98.00    -191.32 0.2537     -187.37 0.002376  -0.277E-04  -0.344E-05 0.00000     0.740E-06   0.197E-03      20.000     0.266E+03   0.243E+03   0.000E+00   0.000E+00
  58   -99.75    -189.58 0.2544     -185.82 0.002390  -0.902E-04  -0.448E-05 0.00000     0.728E-06   0.192E-03      20.000     0.264E+03   0.238E+03   0.000E+00   0.000E+00
  59  -101.50    -187.84 0.2551     -184.30 0.002403  -0.155E-03  -0.554E-05 0.00000     0.707E-06   0.186E-03      20.000     0.263E+03   0.234E+03   0.000E+00   0.000E+00
  60  -103.25    -186.12 0.2558     -182.83 0.002415  -0.222E-03  -0.664E-05 0.00000     0.677E-06   0.180E-03      20.000     0.266E+03   0.230E+03   0.000E+00   0.000E+00
  61  -105.00    -184.41 0.2565     -181.39 0.002428  -0.292E-03  -0.779E-05 0.00000     0.637E-06   0.174E-03      20.000     0.273E+03   0.226E+03   0.000E+00   0.000E+00
  62  -106.75    -182.71 0.2572     -180.00 0.002440  -0.363E-03  -0.901E-05 0.00000     0.588E-06   0.165E-03      20.000     0.280E+03   0.222E+03   0.000E+00   0.000E+00
  63  -108.50    -181.01 0.2579     -178.64 0.002452  -0.436E-03  -0.103E-04 0.00000     0.528E-06   0.151E-03      20.000     0.285E+03   0.218E+03   0.000E+00   0.000E+00
  64  -110.25    -179.32 0.2586     -177.33 0.002463  -0.511E-03  -0.118E-04 0.00000     0.455E-06   0.130E-03      20.000     0.286E+03   0.214E+03   0.000E+00   0.000E+00
  65  -112.00    -177.64 0.2593     -176.06 0.002474  -0.588E-03  -0.133E-04 0.00000     0.370E-06   0.105E-03      20.000     0.285E+03   0.210E+03   0.000E+00   0.000E+00
  66  -113.75    -175.97 0.2599     -174.85 0.002484  -0.665E-03  -0.151E-04 0.00000     0.269E-06   0.762E-04      20.000     0.283E+03   0.206E+03   0.000E+00   0.000E+00
  67  -115.50    -174.30 0.2606     -173.69 0.002494  -0.744E-03  -0.170E-04 0.00000     0.151E-06   0.427E-04      20.000     0.282E+03   0.202E+03   0.000E+00   0.000E+00
  68  -117.25    -172.65 0.2613     -172.59 0.002504  -0.824E-03  -0.191E-04 0.00000     0.150E-07   0.418E-05      20.000     0.279E+03   0.198E+03   0.000E+00   0.000E+00
  69  -119.00    -170.99 0.2620     -171.55 0.002513  -0.905E-03  -0.215E-04 0.00000    -0.143E-06  -0.278E-04      20.000     0.273E+03   0.195E+03   0.000E+00   0.000E+00
  70  -120.75    -169.35 0.2626     -170.59 0.002521  -0.986E-03  -0.242E-04 0.00000    -0.325E-06  -0.622E-04      20.000     0.266E+03   0.191E+03   0.000E+00   0.000E+00
  71  -122.50    -167.71 0.2633     -169.71 0.002529  -0.107E-02  -0.273E-04 0.00000    -0.536E-06  -0.101E-03      20.000     0.261E+03   0.188E+03   0.000E+00   0.000E+00
  72  -124.25    -166.08 0.2640     -168.93 0.002536  -0.115E-02  -0.307E-04 0.00000    -0.778E-06  -0.143E-03      20.000     0.261E+03   0.184E+03   0.000E+00   0.000E+00
  73  -126.00    -164.45 0.2646     -168.26 0.002541  -0.123E-02  -0.346E-04 0.00000    -0.106E-05  -0.191E-03      20.000     0.263E+03   0.181E+03   0.000E+00   0.000E+00
  74  -127.75    -162.83 0.2653     -167.71 0.002546  -0.132E-02  -0.391E-04 0.00000    -0.137E-05  -0.245E-03      20.000     0.265E+03   0.178E+03   0.000E+00   0.000E+00
  75  -129.50    -161.21 0.2660     -167.30 0.002550  -0.140E-02  -0.441E-04 0.00000    -0.174E-05  -0.305E-03      20.000     0.264E+03   0.175E+03   0.000E+00   0.000E+00
  76  -131.25    -159.60 0.2666     -167.06 0.002552  -0.148E-02  -0.498E-04 0.00000    -0.216E-05  -0.372E-03      20.000     0.260E+03   0.172E+03   0.000E+00   0.000E+00
  77  -133.00    -158.00 0.2673     -167.01 0.002552  -0.157E-02  -0.564E-04 0.00000    -0.264E-05  -0.448E-03      20.000     0.255E+03   0.170E+03   0.000E+00   0.000E+00
  78  -134.75    -156.39 0.2679     -167.19 0.002551  -0.165E-02  -0.638E-04 0.00000    -0.320E-05  -0.534E-03      20.000     0.250E+03   0.167E+03   0.000E+00   0.000E+00
  79  -136.50    -154.80 0.2686     -167.64 0.002547  -0.173E-02  -0.724E-04 0.00000    -0.383E-05  -0.631E-03      20.000     0.246E+03   0.165E+03   0.000E+00   0.000E+00
  80  -138.25    -153.20 0.2692     -168.41 0.002540  -0.181E-02  -0.821E-04 0.00000    -0.456E-05  -0.742E-03      20.000     0.250E+03   0.163E+03   0.000E+00   0.000E+00
