 ******* Program HYDRUS
 ******* 
 Replicate Fairfield dual perm model using runhydrus, add artificial KBr 
 Date:  31. 3.2026    Time:  18: 9:31
 Units: L = cm   , T = days , M = mmol 


 Time:     0.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]
  76  -131.25    -142.73 0.2746     -146.15 0.002755  -0.361E-02  -0.727E-04 0.00000    -0.140E-05  -0.236E-03      20.000     0.262E+03   0.168E+03   0.000E+00   0.000E+00
  77  -133.00    -141.23 0.2754     -145.99 0.002757  -0.373E-02  -0.812E-04 0.00000    -0.198E-05  -0.328E-03      20.000     0.256E+03   0.165E+03   0.000E+00   0.000E+00
  78  -134.75    -139.73 0.2762     -146.01 0.002757  -0.385E-02  -0.909E-04 0.00000    -0.266E-05  -0.433E-03      20.000     0.260E+03   0.163E+03   0.000E+00   0.000E+00
  79  -136.50    -138.23 0.2770     -146.25 0.002754  -0.397E-02  -0.102E-03 0.00000    -0.345E-05  -0.551E-03      20.000     0.267E+03   0.160E+03   0.000E+00   0.000E+00
  80  -138.25    -136.73 0.2778     -146.76 0.002747  -0.408E-02  -0.115E-03 0.00000    -0.437E-05  -0.687E-03      20.000     0.287E+03   0.157E+03   0.000E+00   0.000E+00
  81  -140.00    -135.23 0.2786     -147.62 0.002737  -0.420E-02  -0.129E-03 0.00000    -0.544E-05  -0.844E-03      20.000     0.282E+03   0.155E+03   0.000E+00   0.000E+00
  82  -141.75    -133.72 0.2794     -148.91 0.002720  -0.431E-02  -0.146E-03 0.00000    -0.671E-05  -0.103E-02      20.000     0.318E+03   0.153E+03   0.000E+00   0.000E+00
  83  -143.50    -132.22 0.2802     -150.82 0.002697  -0.442E-02  -0.166E-03 0.00000    -0.823E-05  -0.124E-02      20.000     0.272E+03   0.151E+03   0.000E+00   0.000E+00
  84  -145.25    -130.72 0.2810     -153.51 0.002669  -0.452E-02  -0.188E-03 0.00000    -0.101E-04  -0.151E-02      20.000     0.338E+03   0.150E+03   0.000E+00   0.000E+00
  85  -147.00    -129.22 0.2818     -157.08 0.002638  -0.462E-02  -0.213E-03 0.00000    -0.122E-04  -0.181E-02      20.000     0.212E+03   0.148E+03   0.000E+00   0.000E+00
  86  -148.75    -127.72 0.2825     -161.75 0.002598  -0.472E-02  -0.242E-03 0.00000    -0.147E-04  -0.217E-02      20.000     0.363E+03   0.147E+03   0.000E+00   0.000E+00
  87  -150.50    -126.21 0.2833     -167.98 0.002544  -0.481E-02  -0.276E-03 0.00000    -0.178E-04  -0.261E-02      20.000     0.126E+03   0.147E+03   0.000E+00   0.000E+00
  88  -152.25    -124.89 0.0603     -168.91 0.031692  -0.488E-02  -0.296E-03 0.00000    -0.122E-05  -0.177E-03      20.000     0.126E+03   0.146E+03   0.000E+00   0.000E+00
  89  -154.00    -124.78 0.0603     -168.74 0.031692  -0.491E-02  -0.299E-03 0.00000    -0.122E-05  -0.176E-03      20.000     0.125E+03   0.145E+03   0.000E+00   0.000E+00
  90  -155.75    -124.67 0.0603     -168.57 0.031692  -0.495E-02  -0.302E-03 0.00000    -0.122E-05  -0.175E-03      20.000     0.125E+03   0.144E+03   0.000E+00   0.000E+00
  91  -157.50    -124.58 0.0603     -168.42 0.031692  -0.498E-02  -0.305E-03 0.00000    -0.122E-05  -0.174E-03      20.000     0.125E+03   0.142E+03   0.000E+00   0.000E+00
  92  -159.25    -124.49 0.0603     -168.29 0.031693  -0.502E-02  -0.307E-03 0.00000    -0.123E-05  -0.174E-03      20.000     0.125E+03   0.142E+03   0.000E+00   0.000E+00
  93  -161.00    -124.40 0.0604     -168.16 0.031693  -0.505E-02  -0.310E-03 0.00000    -0.123E-05  -0.173E-03      20.000     0.125E+03   0.141E+03   0.000E+00   0.000E+00
  94  -162.75    -124.33 0.0604     -168.05 0.031693  -0.509E-02  -0.313E-03 0.00000    -0.123E-05  -0.172E-03      20.000     0.124E+03   0.140E+03   0.000E+00   0.000E+00
  95  -164.50    -124.26 0.0604     -167.96 0.031693  -0.513E-02  -0.316E-03 0.00000    -0.123E-05  -0.172E-03      20.000     0.124E+03   0.139E+03   0.000E+00   0.000E+00
  96  -166.25    -124.21 0.0604     -167.88 0.031693  -0.516E-02  -0.319E-03 0.00000    -0.123E-05  -0.171E-03      20.000     0.124E+03   0.139E+03   0.000E+00   0.000E+00
  97  -168.00    -124.16 0.0604     -167.81 0.031693  -0.520E-02  -0.322E-03 0.00000    -0.124E-05  -0.171E-03      20.000     0.124E+03   0.138E+03   0.000E+00   0.000E+00
  98  -169.75    -124.12 0.0604     -167.76 0.031693  -0.523E-02  -0.325E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.138E+03   0.000E+00   0.000E+00
  99  -171.50    -124.09 0.0604     -167.72 0.031693  -0.527E-02  -0.328E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.138E+03   0.000E+00   0.000E+00
 100  -173.25    -124.07 0.0604     -167.69 0.031693  -0.531E-02  -0.331E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.137E+03   0.000E+00   0.000E+00
 101  -175.00    -124.07 0.0604     -167.69 0.031693  -0.532E-02  -0.332E-03 0.00000    -0.124E-05  -0.170E-03      20.000     0.124E+03   0.137E+03   0.000E+00   0.000E+00
end


 Time:  1409.000000

 Node    Depth    Head   Moisture   HeadF  MoistureF      Flux       FluxF      Sink       Transf       TranS       Temp          ConcF       Conc(1...NS)
          [L]      [L]     [-]       [L]       [-]       [L/T]       [L/T]       [-]        [1/T]     [M/L3/T]        [C]         [M/L3]      [M/L3]

   1     0.00  -59728.38 0.1033    -7608.41 0.004096   0.147E-01   0.289E-02 0.00000     0.404E-05   0.000E+00      20.000     0.000E+00   0.000E+00   0.000E+00   0.000E+00
   2    -1.75   -3060.43 0.1532    -4859.84 0.004644   0.135E-01   0.296E-02 0.00000    -0.247E-05  -0.954E-04      20.000     0.276E+03   0.387E+02   0.000E+00   0.000E+00
   3    -3.50   -1037.86 0.1886    -3699.30 0.005025   0.117E-01   0.299E-02 0.00000    -0.673E-04  -0.559E-02      20.000     0.742E+02   0.831E+02   0.000E+00   0.000E+00
   4    -5.25    -645.12 0.2087    -3072.33 0.005292   0.112E-01   0.274E-02 0.00000    -0.233E-03  -0.296E-01      20.000     0.257E+03   0.127E+03   0.000E+00   0.000E+00
   5    -7.00    -485.05 0.2220    -2719.36 0.005490   0.116E-01   0.210E-02 0.00000    -0.461E-03  -0.750E-01      20.000     0.125E+03   0.163E+03   0.000E+00   0.000E+00
   6    -8.75    -396.10 0.2326    -2536.58 0.005593   0.124E-01   0.946E-03 0.00000    -0.796E-03  -0.153E+00      20.000     0.264E+03   0.192E+03   0.000E+00   0.000E+00
   7   -10.50    -370.62 0.2123    -2489.90 0.000505   0.128E-01   0.192E-03 0.00000    -0.293E-04  -0.644E-02      20.000     0.101E+03   0.220E+03   0.000E+00   0.000E+00
   8   -12.25    -356.10 0.2147     -730.93 0.001057   0.125E-01   0.145E-03 0.00000    -0.657E-05  -0.162E-02      20.000     0.336E+03   0.247E+03   0.000E+00   0.000E+00
   9   -14.00    -343.41 0.2169     -470.57 0.001374   0.121E-01   0.123E-03 0.00000    -0.306E-05  -0.836E-03      20.000     0.172E+02   0.273E+03   0.000E+00   0.000E+00
  10   -15.75    -332.05 0.2188     -378.06 0.001564   0.117E-01   0.110E-03 0.00000    -0.146E-05  -0.436E-03      20.000     0.234E+03   0.299E+03   0.000E+00   0.000E+00
  11   -17.50    -321.71 0.2206     -330.73 0.001700   0.114E-01   0.999E-04 0.00000    -0.354E-06  -0.115E-03      20.000     0.995E+02   0.324E+03   0.000E+00   0.000E+00
  12   -19.25    -312.21 0.2222     -300.54 0.001793   0.110E-01   0.893E-04 0.00000     0.545E-06   0.584E-04      20.000     0.107E+03   0.348E+03   0.000E+00   0.000E+00
  13   -21.00    -303.46 0.2238     -280.28 0.001877   0.106E-01   0.787E-04 0.00000     0.125E-05   0.976E-04      20.000     0.779E+02   0.371E+03   0.000E+00   0.000E+00
  14   -22.75    -295.62 0.2256     -265.59 0.001938   0.101E-01   0.696E-04 0.00000     0.186E-05   0.128E-03      20.000     0.688E+02   0.394E+03   0.000E+00   0.000E+00
  15   -24.50    -288.61 0.2272     -253.96 0.001987   0.965E-02   0.614E-04 0.00000     0.241E-05   0.188E-03      20.000     0.780E+02   0.415E+03   0.000E+00   0.000E+00
  16   -26.25    -282.23 0.2287     -244.37 0.002027   0.922E-02   0.542E-04 0.00000     0.290E-05   0.307E-03      20.000     0.106E+03   0.434E+03   0.000E+00   0.000E+00
  17   -28.00    -276.35 0.2300     -236.48 0.002070   0.880E-02   0.460E-04 0.00000     0.332E-05   0.470E-03      20.000     0.142E+03   0.452E+03   0.000E+00   0.000E+00
  18   -29.75    -270.90 0.2313     -230.39 0.002106   0.839E-02   0.374E-04 0.00000     0.361E-05   0.637E-03      20.000     0.177E+03   0.467E+03   0.000E+00   0.000E+00
  19   -31.50    -265.81 0.2325     -225.46 0.002136   0.800E-02   0.305E-04 0.00000     0.381E-05   0.794E-03      20.000     0.209E+03   0.480E+03   0.000E+00   0.000E+00
  20   -33.25    -261.02 0.2336     -221.32 0.002161   0.761E-02   0.248E-04 0.00000     0.394E-05   0.931E-03      20.000     0.237E+03   0.490E+03   0.000E+00   0.000E+00
  21   -35.00    -256.49 0.2346     -217.75 0.002182   0.724E-02   0.198E-04 0.00000     0.402E-05   0.103E-02      20.000     0.256E+03   0.498E+03   0.000E+00   0.000E+00
  22   -36.75    -252.21 0.2356     -214.65 0.002201   0.689E-02   0.153E-04 0.00000     0.405E-05   0.109E-02      20.000     0.268E+03   0.503E+03   0.000E+00   0.000E+00
  23   -38.50    -248.13 0.2365     -211.91 0.002217   0.654E-02   0.114E-04 0.00000     0.405E-05   0.111E-02      20.000     0.275E+03   0.505E+03   0.000E+00   0.000E+00
  24   -40.25    -244.25 0.2374     -209.47 0.002232   0.621E-02   0.784E-05 0.00000     0.402E-05   0.112E-02      20.000     0.280E+03   0.504E+03   0.000E+00   0.000E+00
  25   -42.00    -240.55 0.2384     -207.29 0.002245   0.583E-02   0.466E-05 0.00000     0.398E-05   0.112E-02      20.000     0.280E+03   0.500E+03   0.000E+00   0.000E+00
  26   -43.75    -237.08 0.2395     -205.33 0.002257   0.543E-02   0.187E-05 0.00000     0.396E-05   0.110E-02      20.000     0.277E+03   0.494E+03   0.000E+00   0.000E+00
  27   -45.50    -233.82 0.2405     -203.54 0.002267   0.504E-02  -0.545E-06 0.00000     0.392E-05   0.107E-02      20.000     0.274E+03   0.485E+03   0.000E+00   0.000E+00
  28   -47.25    -230.74 0.2414     -201.90 0.002277   0.468E-02  -0.261E-05 0.00000     0.386E-05   0.105E-02      20.000     0.272E+03   0.475E+03   0.000E+00   0.000E+00
  29   -49.00    -227.81 0.2423     -200.37 0.002286   0.433E-02  -0.436E-05 0.00000     0.379E-05   0.103E-02      20.000     0.271E+03   0.463E+03   0.000E+00   0.000E+00
  30   -50.75    -225.02 0.2432     -198.95 0.002295   0.400E-02  -0.581E-05 0.00000     0.371E-05   0.100E-02      20.000     0.270E+03   0.450E+03   0.000E+00   0.000E+00
  31   -52.50    -222.34 0.2440     -197.59 0.002303   0.369E-02  -0.698E-05 0.00000     0.362E-05   0.977E-03      20.000     0.270E+03   0.436E+03   0.000E+00   0.000E+00
  32   -54.25    -219.77 0.2448     -196.29 0.002311   0.339E-02  -0.790E-05 0.00000     0.352E-05   0.963E-03      20.000     0.273E+03   0.422E+03   0.000E+00   0.000E+00
  33   -56.00    -217.30 0.2456     -195.04 0.002318   0.311E-02  -0.859E-05 0.00000     0.342E-05   0.953E-03      20.000     0.278E+03   0.408E+03   0.000E+00   0.000E+00
  34   -57.75    -214.90 0.2463     -193.81 0.002326   0.283E-02  -0.904E-05 0.00000     0.332E-05   0.939E-03      20.000     0.283E+03   0.394E+03   0.000E+00   0.000E+00
  35   -59.50    -212.58 0.2471     -192.59 0.002333   0.257E-02  -0.919E-05 0.00000     0.322E-05   0.920E-03      20.000     0.286E+03   0.381E+03   0.000E+00   0.000E+00
  36   -61.25    -210.33 0.2477     -191.36 0.002342   0.233E-02  -0.101E-04 0.00000     0.312E-05   0.899E-03      20.000     0.288E+03   0.369E+03   0.000E+00   0.000E+00
  37   -63.00    -208.14 0.2484     -190.22 0.002351   0.209E-02  -0.116E-04 0.00000     0.301E-05   0.873E-03      20.000     0.290E+03   0.357E+03   0.000E+00   0.000E+00
  38   -64.75    -206.00 0.2491     -189.12 0.002361   0.187E-02  -0.125E-04 0.00000     0.290E-05   0.843E-03      20.000     0.291E+03   0.347E+03   0.000E+00   0.000E+00
  39   -66.50    -203.92 0.2497     -188.03 0.002370   0.165E-02  -0.129E-04 0.00000     0.278E-05   0.807E-03      20.000     0.290E+03   0.337E+03   0.000E+00   0.000E+00
  40   -68.25    -201.88 0.2504     -186.93 0.002380   0.145E-02  -0.130E-04 0.00000     0.267E-05   0.766E-03      20.000     0.287E+03   0.328E+03   0.000E+00   0.000E+00
  41   -70.00    -199.88 0.2510     -185.81 0.002390   0.125E-02  -0.129E-04 0.00000     0.256E-05   0.722E-03      20.000     0.282E+03   0.320E+03   0.000E+00   0.000E+00
  42   -71.75    -197.93 0.2516     -184.67 0.002399   0.107E-02  -0.127E-04 0.00000     0.245E-05   0.678E-03      20.000     0.276E+03   0.313E+03   0.000E+00   0.000E+00
  43   -73.50    -196.01 0.2522     -183.50 0.002410   0.887E-03  -0.125E-04 0.00000     0.236E-05   0.636E-03      20.000     0.269E+03   0.306E+03   0.000E+00   0.000E+00
  44   -75.25    -194.12 0.2528     -182.30 0.002420   0.718E-03  -0.122E-04 0.00000     0.227E-05   0.598E-03      20.000     0.263E+03   0.300E+03   0.000E+00   0.000E+00
  45   -77.00    -192.26 0.2533     -181.08 0.002431   0.556E-03  -0.120E-04 0.00000     0.219E-05   0.565E-03      20.000     0.258E+03   0.294E+03   0.000E+00   0.000E+00
  46   -78.75    -190.43 0.2540     -179.83 0.002441   0.377E-03  -0.118E-04 0.00000     0.213E-05   0.538E-03      20.000     0.252E+03   0.289E+03   0.000E+00   0.000E+00
  47   -80.50    -188.64 0.2548     -178.56 0.002452   0.184E-03  -0.117E-04 0.00000     0.209E-05   0.517E-03      20.000     0.248E+03   0.284E+03   0.000E+00   0.000E+00
  48   -82.25    -186.88 0.2555     -177.27 0.002463  -0.413E-06  -0.116E-04 0.00000     0.205E-05   0.504E-03      20.000     0.246E+03   0.279E+03   0.000E+00   0.000E+00
  49   -84.00    -185.14 0.2562     -175.97 0.002475  -0.177E-03  -0.115E-04 0.00000     0.201E-05   0.500E-03      20.000     0.249E+03   0.275E+03   0.000E+00   0.000E+00
  50   -85.75    -183.43 0.2569     -174.65 0.002486  -0.345E-03  -0.116E-04 0.00000     0.197E-05   0.501E-03      20.000     0.254E+03   0.271E+03   0.000E+00   0.000E+00
  51   -87.50    -181.73 0.2576     -173.33 0.002498  -0.508E-03  -0.116E-04 0.00000     0.194E-05   0.501E-03      20.000     0.258E+03   0.267E+03   0.000E+00   0.000E+00
  52   -89.25    -180.06 0.2583     -172.00 0.002509  -0.663E-03  -0.118E-04 0.00000     0.191E-05   0.498E-03      20.000     0.260E+03   0.263E+03   0.000E+00   0.000E+00
  53   -91.00    -178.41 0.2589     -170.66 0.002521  -0.813E-03  -0.120E-04 0.00000     0.188E-05   0.490E-03      20.000     0.260E+03   0.259E+03   0.000E+00   0.000E+00
  54   -92.75    -176.77 0.2596     -169.32 0.002532  -0.958E-03  -0.123E-04 0.00000     0.186E-05   0.487E-03      20.000     0.262E+03   0.255E+03   0.000E+00   0.000E+00
  55   -94.50    -175.14 0.2603     -167.98 0.002544  -0.110E-02  -0.127E-04 0.00000     0.183E-05   0.485E-03      20.000     0.265E+03   0.251E+03   0.000E+00   0.000E+00
  56   -96.25    -173.53 0.2609     -166.65 0.002555  -0.123E-02  -0.132E-04 0.00000     0.180E-05   0.484E-03      20.000     0.268E+03   0.247E+03   0.000E+00   0.000E+00
  57   -98.00    -171.93 0.2616     -165.33 0.002567  -0.136E-02  -0.137E-04 0.00000     0.177E-05   0.472E-03      20.000     0.266E+03   0.243E+03   0.000E+00   0.000E+00
  58   -99.75    -170.34 0.2622     -164.01 0.002578  -0.149E-02  -0.144E-04 0.00000     0.174E-05   0.457E-03      20.000     0.263E+03   0.239E+03   0.000E+00   0.000E+00
  59  -101.50    -168.76 0.2629     -162.70 0.002589  -0.162E-02  -0.151E-04 0.00000     0.170E-05   0.443E-03      20.000     0.260E+03   0.235E+03   0.000E+00   0.000E+00
  60  -103.25    -167.19 0.2635     -161.41 0.002601  -0.174E-02  -0.160E-04 0.00000     0.166E-05   0.440E-03      20.000     0.265E+03   0.231E+03   0.000E+00   0.000E+00
  61  -105.00    -165.63 0.2642     -160.14 0.002612  -0.185E-02  -0.169E-04 0.00000     0.161E-05   0.443E-03      20.000     0.275E+03   0.227E+03   0.000E+00   0.000E+00
  62  -106.75    -164.08 0.2648     -158.88 0.002623  -0.197E-02  -0.180E-04 0.00000     0.156E-05   0.444E-03      20.000     0.285E+03   0.223E+03   0.000E+00   0.000E+00
  63  -108.50    -162.53 0.2654     -157.65 0.002633  -0.208E-02  -0.192E-04 0.00000     0.150E-05   0.433E-03      20.000     0.289E+03   0.218E+03   0.000E+00   0.000E+00
  64  -110.25    -160.99 0.2660     -156.45 0.002644  -0.220E-02  -0.205E-04 0.00000     0.143E-05   0.409E-03      20.000     0.287E+03   0.214E+03   0.000E+00   0.000E+00
  65  -112.00    -159.46 0.2667     -155.27 0.002654  -0.230E-02  -0.220E-04 0.00000     0.134E-05   0.381E-03      20.000     0.284E+03   0.210E+03   0.000E+00   0.000E+00
  66  -113.75    -157.93 0.2673     -154.12 0.002664  -0.241E-02  -0.237E-04 0.00000     0.124E-05   0.352E-03      20.000     0.283E+03   0.206E+03   0.000E+00   0.000E+00
  67  -115.50    -156.41 0.2679     -153.01 0.002673  -0.252E-02  -0.255E-04 0.00000     0.113E-05   0.319E-03      20.000     0.282E+03   0.202E+03   0.000E+00   0.000E+00
  68  -117.25    -154.89 0.2685     -151.94 0.002683  -0.262E-02  -0.284E-04 0.00000     0.100E-05   0.279E-03      20.000     0.278E+03   0.198E+03   0.000E+00   0.000E+00
  69  -119.00    -153.38 0.2691     -150.94 0.002695  -0.272E-02  -0.324E-04 0.00000     0.843E-06   0.226E-03      20.000     0.268E+03   0.194E+03   0.000E+00   0.000E+00
  70  -120.75    -151.87 0.2698     -150.02 0.002707  -0.284E-02  -0.367E-04 0.00000     0.653E-06   0.170E-03      20.000     0.260E+03   0.190E+03   0.000E+00   0.000E+00
  71  -122.50    -150.37 0.2706     -149.17 0.002717  -0.297E-02  -0.413E-04 0.00000     0.433E-06   0.112E-03      20.000     0.258E+03   0.186E+03   0.000E+00   0.000E+00
  72  -124.25    -148.87 0.2714     -148.41 0.002727  -0.309E-02  -0.463E-04 0.00000     0.169E-06   0.446E-04      20.000     0.264E+03   0.182E+03   0.000E+00   0.000E+00
  73  -126.00    -147.36 0.2722     -147.74 0.002735  -0.322E-02  -0.518E-04 0.00000    -0.144E-06  -0.258E-04      20.000     0.269E+03   0.179E+03   0.000E+00   0.000E+00
  74  -127.75    -145.86 0.2730     -147.18 0.002742  -0.335E-02  -0.579E-04 0.00000    -0.512E-06  -0.897E-04      20.000     0.272E+03   0.175E+03   0.000E+00   0.000E+00
  75  -129.50    -144.36 0.2737     -146.72 0.002748  -0.347E-02  -0.646E-04 0.00000    -0.943E-06  -0.162E-03      20.000     0.267E+03   0.172E+03   0.000E+00   0.000E+00
  76  -131.25    -142.86 0.2745     -146.41 0.002752  -0.359E-02  -0.722E-04 0.00000    -0.144E-05  -0.243E-03      20.000     0.262E+03   0.169E+03   0.000E+00   0.000E+00
  77  -133.00    -141.36 0.2753     -146.24 0.002754  -0.371E-02  -0.807E-04 0.00000    -0.203E-05  -0.335E-03      20.000     0.256E+03   0.166E+03   0.000E+00   0.000E+00
  78  -134.75    -139.86 0.2761     -146.27 0.002753  -0.383E-02  -0.904E-04 0.00000    -0.270E-05  -0.440E-03      20.000     0.260E+03   0.163E+03   0.000E+00   0.000E+00
  79  -136.50    -138.36 0.2769     -146.51 0.002750  -0.395E-02  -0.101E-03 0.00000    -0.349E-05  -0.558E-03      20.000     0.267E+03   0.160E+03   0.000E+00   0.000E+00
  80  -138.25    -136.86 0.2777     -147.03 0.002744  -0.407E-02  -0.114E-03 0.00000    -0.441E-05  -0.694E-03      20.000     0.286E+03   0.157E+03   0.000E+00   0.000E+00
  81  -140.00    -135.36 0.2785     -147.90 0.002733  -0.418E-02  -0.129E-03 0.00000    -0.549E-05  -0.851E-03      20.000     0.281E+03   0.155E+03   0.000E+00   0.000E+00
  82  -141.75    -133.86 0.2793     -149.21 0.002717  -0.429E-02  -0.146E-03 0.00000    -0.676E-05  -0.103E-02      20.000     0.318E+03   0.153E+03   0.000E+00   0.000E+00
  83  -143.50    -132.36 0.2801     -151.13 0.002693  -0.440E-02  -0.165E-03 0.00000    -0.828E-05  -0.125E-02      20.000     0.271E+03   0.151E+03   0.000E+00   0.000E+00
  84  -145.25    -130.85 0.2809     -153.85 0.002666  -0.451E-02  -0.187E-03 0.00000    -0.101E-04  -0.151E-02      20.000     0.338E+03   0.150E+03   0.000E+00   0.000E+00
  85  -147.00    -129.35 0.2817     -157.43 0.002635  -0.461E-02  -0.212E-03 0.00000    -0.123E-04  -0.182E-02      20.000     0.212E+03   0.148E+03   0.000E+00   0.000E+00
  86  -148.75    -127.85 0.2825     -162.11 0.002595  -0.471E-02  -0.241E-03 0.00000    -0.148E-04  -0.218E-02      20.000     0.363E+03   0.147E+03   0.000E+00   0.000E+00
  87  -150.50    -126.34 0.2833     -168.36 0.002541  -0.480E-02  -0.275E-03 0.00000    -0.178E-04  -0.261E-02      20.000     0.126E+03   0.147E+03   0.000E+00   0.000E+00
  88  -152.25    -125.02 0.0603     -169.30 0.031691  -0.486E-02  -0.295E-03 0.00000    -0.122E-05  -0.178E-03      20.000     0.126E+03   0.146E+03   0.000E+00   0.000E+00
