

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   576.00000 -0.709141E+02  0.621890E+02 -0.733690E+02  0.591021E+02 -0.814341E+01   -127.576    -99.861    -92.447     576
   577.00000 -0.709141E+02  0.627784E+02 -0.733690E+02  0.596887E+02 -0.820418E+01   -154.547   -116.507    -91.963     577
   578.00000 -0.709141E+02  0.634018E+02 -0.733690E+02  0.603069E+02 -0.827083E+01   -187.514   -135.593    -91.159     578
   579.00000 -0.709141E+02  0.640197E+02 -0.733690E+02  0.609157E+02 -0.834370E+01   -228.617   -159.078    -90.336     579
   580.00000 -0.709141E+02  0.645991E+02 -0.733690E+02  0.614795E+02 -0.842315E+01   -280.017   -187.568    -89.476     580
   581.00000 -0.709141E+02  0.652404E+02 -0.733690E+02  0.620897E+02 -0.850826E+01   -339.986   -220.183    -88.701     581
   582.00000 -0.709141E+02  0.656926E+02 -0.733690E+02  0.625002E+02 -0.859807E+01   -413.458   -265.815    -88.072     582
   583.00000 -0.709141E+02  0.661054E+02 -0.733690E+02  0.628571E+02 -0.869106E+01   -484.649   -301.893    -87.632     583
   584.00000 -0.709141E+02  0.666057E+02 -0.733690E+02  0.632658E+02 -0.878629E+01   -558.565   -338.463    -87.393     584
   585.00000 -0.709141E+02  0.670780E+02 -0.733690E+02  0.636202E+02 -0.888204E+01   -629.446   -388.547    -87.273     585
   586.00000 -0.709141E+02  0.675035E+02 -0.733690E+02  0.639140E+02 -0.897761E+01   -710.631   -436.323    -87.339     586
   587.00000 -0.709141E+02  0.678211E+02 -0.733690E+02  0.641177E+02 -0.907188E+01   -772.193   -479.480    -87.491     587
   588.00000 -0.709141E+02  0.682327E+02 -0.733690E+02  0.643697E+02 -0.916421E+01   -843.783   -507.631    -87.750     588
   589.00000 -0.709941E+02  0.686278E+02 -0.734490E+02  0.646061E+02 -0.925532E+01   -338.533   -532.021    -88.041     589
   590.00000 -0.709941E+02  0.689947E+02 -0.734490E+02  0.648177E+02 -0.934364E+01   -520.870   -559.986    -88.417     590
   591.00000 -0.709941E+02  0.693309E+02 -0.734490E+02  0.650013E+02 -0.942844E+01   -618.550   -589.432    -88.846     591
   592.00000 -0.709941E+02  0.696448E+02 -0.734490E+02  0.651650E+02 -0.950983E+01   -706.696   -616.900    -89.303     592
   593.00000 -0.709941E+02  0.699584E+02 -0.734490E+02  0.653200E+02 -0.958671E+01   -769.426   -643.637    -89.781     593
   594.00000 -0.709941E+02  0.702493E+02 -0.734490E+02  0.654579E+02 -0.965996E+01   -840.305   -670.112    -90.259     594
   595.00000 -0.709941E+02  0.705363E+02 -0.734490E+02  0.655892E+02 -0.972962E+01   -898.634   -693.005    -90.735     595
   596.00000 -0.709941E+02  0.708149E+02 -0.734490E+02  0.657123E+02 -0.979574E+01   -950.919   -716.046    -91.203     596
   597.00000 -0.709941E+02  0.710762E+02 -0.734490E+02  0.658243E+02 -0.985843E+01  -1001.801   -737.047    -91.657     597
   598.00000 -0.709941E+02  0.713150E+02 -0.734490E+02  0.659239E+02 -0.991782E+01  -1052.357   -756.143    -92.094     598
   599.00000 -0.709941E+02  0.715410E+02 -0.734490E+02  0.660160E+02 -0.997405E+01  -1096.863   -772.750    -92.513     599
   600.00000 -0.709941E+02  0.717410E+02 -0.734490E+02  0.660958E+02 -0.100273E+02  -1138.000   -788.460    -92.913     600
   601.00000 -0.712241E+02  0.719026E+02 -0.736790E+02  0.661637E+02 -0.100788E+02   -172.895   -751.701    -93.303     601
   602.00000 -0.718341E+02  0.720797E+02 -0.742890E+02  0.662503E+02 -0.101276E+02    -56.105   -671.472    -93.672     602
   603.00000 -0.720142E+02  0.722569E+02 -0.744690E+02  0.663489E+02 -0.101735E+02    -84.986   -626.639    -94.018     603
   604.00000 -0.720142E+02  0.724645E+02 -0.744690E+02  0.664709E+02 -0.102168E+02   -145.546   -610.900    -94.344     604
   605.00000 -0.720142E+02  0.726107E+02 -0.744690E+02  0.665585E+02 -0.102575E+02   -180.954   -602.701    -94.651     605
   606.00000 -0.720142E+02  0.727605E+02 -0.744690E+02  0.666493E+02 -0.102959E+02   -211.599   -596.982    -94.942     606
   607.00000 -0.719395E+02  0.727605E+02 -0.743943E+02  0.666493E+02 -0.103317E+02   -451.093   -598.639    -95.206     607
   608.00000 -0.718635E+02  0.727605E+02 -0.743183E+02  0.666493E+02 -0.103659E+02   -930.707   -587.970    -95.442     608
   609.00000 -0.717821E+02  0.727605E+02 -0.742369E+02  0.666493E+02 -0.103995E+02  -2313.265   -581.918    -95.829     609
   610.00000 -0.717101E+02  0.727605E+02 -0.741649E+02  0.666493E+02 -0.104326E+02  -5653.188   -580.370    -96.251     610
   611.00000 -0.716311E+02  0.727605E+02 -0.740859E+02  0.666493E+02 -0.104652E+02 -21677.684      0.000    -96.706     611
   612.00000 -0.715283E+02  0.727605E+02 -0.740072E+02  0.666493E+02 -0.104975E+02-100000.000      0.000    -97.181     612
   613.00000 -0.714312E+02  0.727605E+02 -0.739745E+02  0.666493E+02 -0.105291E+02-100000.000      0.000    -97.684     613
   614.00000 -0.713672E+02  0.727605E+02 -0.739520E+02  0.666493E+02 -0.105602E+02-100000.000      0.000    -98.208     614
   615.00000 -0.712611E+02  0.727605E+02 -0.739334E+02  0.666493E+02 -0.105907E+02-100000.000      0.000    -98.748     615
   616.00000 -0.718701E+02  0.727605E+02 -0.745424E+02  0.666493E+02 -0.106207E+02    -74.880      0.000    -99.297     616
   617.00000 -0.719392E+02  0.727605E+02 -0.746115E+02  0.666493E+02 -0.106501E+02   -138.474      0.000    -99.856     617
   618.00000 -0.718828E+02  0.727605E+02 -0.745551E+02  0.666493E+02 -0.106788E+02   -282.896      0.000   -100.420     618
   619.00000 -0.718102E+02  0.727605E+02 -0.744825E+02  0.666493E+02 -0.107068E+02   -547.254      0.000   -100.988     619
   620.00000 -0.717539E+02  0.727605E+02 -0.744262E+02  0.666493E+02 -0.107341E+02   -850.463      0.000   -101.557     620
   621.00000 -0.717149E+02  0.727605E+02 -0.743872E+02  0.666493E+02 -0.107607E+02  -1081.050      0.000   -102.123     621
   622.00000 -0.716655E+02  0.727605E+02 -0.743378E+02  0.666493E+02 -0.107866E+02  -1840.649      0.000   -102.687     622
   623.00000 -0.716133E+02  0.727605E+02 -0.742857E+02  0.666493E+02 -0.108119E+02  -3525.317      0.000   -103.246     623
   624.00000 -0.717020E+02  0.727605E+02 -0.743743E+02  0.666493E+02 -0.108369E+02   -357.085      0.000   -103.803     624
   625.00000 -0.716442E+02  0.727605E+02 -0.743165E+02  0.666493E+02 -0.108612E+02  -1272.085      0.000   -104.353     625
   626.00000 -0.717434E+02  0.727605E+02 -0.744157E+02  0.666493E+02 -0.108850E+02   -262.791      0.000   -104.899     626
   627.00000 -0.716857E+02  0.727605E+02 -0.743580E+02  0.666493E+02 -0.109081E+02   -822.492      0.000   -105.437     627
   628.00000 -0.716574E+02  0.727605E+02 -0.743297E+02  0.666493E+02 -0.109305E+02  -1110.155      0.000   -105.967     628
   629.00000 -0.716162E+02  0.727605E+02 -0.742885E+02  0.666493E+02 -0.109524E+02  -2028.881      0.000   -106.489     629
   630.00000 -0.719009E+02  0.727605E+02 -0.745732E+02  0.666493E+02 -0.109738E+02   -123.121      0.000   -107.004     630
   631.00000 -0.718318E+02  0.727605E+02 -0.745041E+02  0.666493E+02 -0.109945E+02   -416.440      0.000   -107.510     631
   632.00000 -0.717783E+02  0.727605E+02 -0.744506E+02  0.666493E+02 -0.110147E+02   -722.140      0.000   -108.007     632
   633.00000 -0.717315E+02  0.727605E+02 -0.744038E+02  0.666493E+02 -0.110343E+02  -1148.550      0.000   -108.495     633
   634.00000 -0.716832E+02  0.727605E+02 -0.743555E+02  0.666493E+02 -0.110533E+02  -1988.338      0.000   -108.971     634
   635.00000 -0.716338E+02  0.727605E+02 -0.743061E+02  0.666493E+02 -0.110717E+02  -3751.132      0.000   -109.438     635
   636.00000 -0.715753E+02  0.727605E+02 -0.742476E+02  0.666493E+02 -0.110896E+02  -9889.711      0.000   -109.895     636
   637.00000 -0.717431E+02  0.727605E+02 -0.744154E+02  0.666493E+02 -0.111072E+02   -245.869      0.000   -110.348     637
   638.00000 -0.731439E+02  0.727605E+02 -0.758162E+02  0.666493E+02 -0.111244E+02    -18.961      0.000   -110.791     638
   639.00000 -0.737335E+02  0.727605E+02 -0.764058E+02  0.666493E+02 -0.111410E+02    -28.668      0.000   -111.225     639
   640.00000 -0.737135E+02  0.727605E+02 -0.763858E+02  0.666493E+02 -0.111571E+02    -73.260      0.000   -111.650     640
   641.00000 -0.736788E+02  0.727605E+02 -0.763511E+02  0.666493E+02 -0.111728E+02   -102.457      0.000   -112.065     641
   642.00000 -0.736485E+02  0.727605E+02 -0.763208E+02  0.666493E+02 -0.111879E+02   -125.103      0.000   -112.470     642
   643.00000 -0.736137E+02  0.727605E+02 -0.762860E+02  0.666493E+02 -0.112026E+02   -150.692      0.000   -112.865     643
   644.00000 -0.735845E+02  0.727605E+02 -0.762568E+02  0.666493E+02 -0.112168E+02   -170.265      0.000   -113.251     644
   645.00000 -0.735570E+02  0.727605E+02 -0.762293E+02  0.666493E+02 -0.112305E+02   -189.561      0.000   -113.626     645
   646.00000 -0.735261E+02  0.727605E+02 -0.761984E+02  0.666493E+02 -0.112439E+02   -214.648      0.000   -113.994     646
   647.00000 -0.734958E+02  0.727605E+02 -0.761681E+02  0.666493E+02 -0.112568E+02   -238.312      0.000   -114.353     647
   648.00000 -0.734318E+02  0.727605E+02 -0.761041E+02  0.666493E+02 -0.112693E+02   -349.513      0.000   -114.705     648
   649.00000 -0.736981E+02  0.727605E+02 -0.763704E+02  0.666493E+02 -0.112817E+02    -83.454      0.000   -115.051     649
   650.00000 -0.736722E+02  0.727605E+02 -0.763446E+02  0.666493E+02 -0.112936E+02   -148.926      0.000   -115.389     650
   651.00000 -0.736462E+02  0.727605E+02 -0.763185E+02  0.666493E+02 -0.113051E+02   -179.923      0.000   -115.718     651
   652.00000 -0.736133E+02  0.727605E+02 -0.762856E+02  0.666493E+02 -0.113162E+02   -214.021      0.000   -116.040     652
   653.00000 -0.735878E+02  0.727605E+02 -0.762601E+02  0.666493E+02 -0.113270E+02   -233.151      0.000   -116.352     653
   654.00000 -0.735632E+02  0.727605E+02 -0.762355E+02  0.666493E+02 -0.113373E+02   -253.994      0.000   -116.655     654
   655.00000 -0.735353E+02  0.727605E+02 -0.762076E+02  0.666493E+02 -0.113474E+02   -283.422      0.000   -116.953     655
   656.00000 -0.735058E+02  0.727605E+02 -0.761781E+02  0.666493E+02 -0.113571E+02   -316.539      0.000   -117.243     656
   657.00000 -0.734659E+02  0.727605E+02 -0.761382E+02  0.666493E+02 -0.113665E+02   -389.611      0.000   -117.527     657
   658.00000 -0.734146E+02  0.727605E+02 -0.760869E+02  0.666493E+02 -0.113755E+02   -532.998      0.000   -117.802     658
   659.00000 -0.733884E+02  0.727605E+02 -0.760607E+02  0.666493E+02 -0.113843E+02   -518.574      0.000   -118.071     659
   660.00000 -0.745676E+02  0.727605E+02 -0.772400E+02  0.666493E+02 -0.113930E+02    -21.207      0.000   -118.336     660
   661.00000 -0.747089E+02  0.727605E+02 -0.773812E+02  0.666493E+02 -0.114013E+02    -52.897      0.000   -118.595     661
   662.00000 -0.746883E+02  0.727605E+02 -0.773606E+02  0.666493E+02 -0.114093E+02    -86.000      0.000   -118.846     662
   663.00000 -0.746592E+02  0.727605E+02 -0.773315E+02  0.666493E+02 -0.114170E+02   -108.876      0.000   -119.090     663
   664.00000 -0.746301E+02  0.727605E+02 -0.773024E+02  0.666493E+02 -0.114245E+02   -128.034      0.000   -119.326     664
   665.00000 -0.745791E+02  0.727605E+02 -0.772514E+02  0.666493E+02 -0.114316E+02   -160.558      0.000   -119.554     665
   666.00000 -0.745098E+02  0.727605E+02 -0.771821E+02  0.666493E+02 -0.114385E+02   -212.966      0.000   -119.771     666
   667.00000 -0.744576E+02  0.727605E+02 -0.771299E+02  0.666493E+02 -0.114452E+02   -243.828      0.000   -119.977     667
   668.00000 -0.743910E+02  0.727605E+02 -0.770633E+02  0.666493E+02 -0.114516E+02   -321.983      0.000   -120.168     668
   669.00000 -0.743324E+02  0.727605E+02 -0.770047E+02  0.666493E+02 -0.114579E+02   -389.265      0.000   -120.345     669
   670.00000 -0.743096E+02  0.727605E+02 -0.769819E+02  0.666493E+02 -0.114640E+02   -339.489      0.000   -120.557     670
   671.00000 -0.744801E+02  0.727605E+02 -0.771524E+02  0.666493E+02 -0.114701E+02   -111.292      0.000   -120.821     671
   672.00000 -0.744653E+02  0.727605E+02 -0.771376E+02  0.666493E+02 -0.114762E+02   -168.156      0.000   -121.063     672
   673.00000 -0.744257E+02  0.727605E+02 -0.770980E+02  0.666493E+02 -0.114822E+02   -217.260      0.000   -121.301     673
   674.00000 -0.746439E+02  0.727605E+02 -0.773162E+02  0.666493E+02 -0.114882E+02    -84.311      0.000   -121.537     674
   675.00000 -0.746358E+02  0.727605E+02 -0.773081E+02  0.666493E+02 -0.114942E+02   -130.393      0.000   -121.772     675
   676.00000 -0.747319E+02  0.727605E+02 -0.774042E+02  0.666493E+02 -0.115001E+02    -98.972      0.000   -122.005     676
   677.00000 -0.748260E+02  0.727605E+02 -0.774983E+02  0.666493E+02 -0.115059E+02    -92.637      0.000   -122.235     677
   678.00000 -0.750515E+02  0.727605E+02 -0.777238E+02  0.666493E+02 -0.115118E+02    -63.943      0.000   -122.463     678
   679.00000 -0.750472E+02  0.727605E+02 -0.777195E+02  0.666493E+02 -0.115176E+02    -99.631      0.000   -122.687     679
   680.00000 -0.750390E+02  0.727605E+02 -0.777113E+02  0.666493E+02 -0.115233E+02   -116.094      0.000   -122.907     680
   681.00000 -0.750273E+02  0.727605E+02 -0.776996E+02  0.666493E+02 -0.115291E+02   -130.982      0.000   -123.122     681
   682.00000 -0.750186E+02  0.727605E+02 -0.776909E+02  0.666493E+02 -0.115347E+02   -140.108      0.000   -123.331     682
   683.00000 -0.750098E+02  0.727605E+02 -0.776821E+02  0.666493E+02 -0.115404E+02   -148.683      0.000   -123.533     683
   684.00000 -0.750013E+02  0.727605E+02 -0.776736E+02  0.666493E+02 -0.115460E+02   -155.814      0.000   -123.729     684
   685.00000 -0.749947E+02  0.727605E+02 -0.776670E+02  0.666493E+02 -0.115516E+02   -161.825      0.000   -123.919     685
   686.00000 -0.749905E+02  0.727605E+02 -0.776628E+02  0.666493E+02 -0.115572E+02   -165.598      0.000   -124.101     686
   687.00000 -0.749817E+02  0.727605E+02 -0.776540E+02  0.666493E+02 -0.115627E+02   -173.888      0.000   -124.276     687
   688.00000 -0.749593E+02  0.727605E+02 -0.776316E+02  0.666493E+02 -0.115682E+02   -192.841      0.000   -124.443     688
   689.00000 -0.749336E+02  0.727605E+02 -0.776059E+02  0.666493E+02 -0.115737E+02   -212.114      0.000   -124.602     689
   690.00000 -0.749082E+02  0.727605E+02 -0.775805E+02  0.666493E+02 -0.115791E+02   -228.026      0.000   -124.753     690
   691.00000 -0.748736E+02  0.727605E+02 -0.775459E+02  0.666493E+02 -0.115846E+02   -260.132      0.000   -124.895     691
   692.00000 -0.748582E+02  0.727605E+02 -0.775305E+02  0.666493E+02 -0.115900E+02   -250.314      0.000   -125.029     692
   693.00000 -0.748133E+02  0.727605E+02 -0.774856E+02  0.666493E+02 -0.115954E+02   -317.409      0.000   -125.154     693
   694.00000 -0.747624E+02  0.727605E+02 -0.774347E+02  0.666493E+02 -0.116007E+02   -402.413      0.000   -125.270     694
   695.00000 -0.747415E+02  0.727605E+02 -0.774138E+02  0.666493E+02 -0.116061E+02   -366.013      0.000   -125.377     695
   696.00000 -0.747118E+02  0.727605E+02 -0.773841E+02  0.666493E+02 -0.116114E+02   -394.482      0.000   -125.475     696
   697.00000 -0.747089E+02  0.727605E+02 -0.773812E+02  0.666493E+02 -0.116168E+02   -325.613      0.000   -125.563     697
   698.00000 -0.747058E+02  0.727605E+02 -0.773781E+02  0.666493E+02 -0.116221E+02   -297.808      0.000   -125.642     698
   699.00000 -0.746988E+02  0.727605E+02 -0.773711E+02  0.666493E+02 -0.116274E+02   -291.892      0.000   -125.712     699
   700.00000 -0.748266E+02  0.727605E+02 -0.774989E+02  0.666493E+02 -0.116327E+02   -132.663      0.000   -125.776     700
   701.00000 -0.748246E+02  0.727605E+02 -0.774969E+02  0.666493E+02 -0.116380E+02   -180.444      0.000   -125.830     701
   702.00000 -0.748051E+02  0.727605E+02 -0.774774E+02  0.666493E+02 -0.116432E+02   -212.654      0.000   -125.873     702
   703.00000 -0.747912E+02  0.727605E+02 -0.774635E+02  0.666493E+02 -0.116485E+02   -225.130      0.000   -125.907     703
   704.00000 -0.747876E+02  0.727605E+02 -0.774599E+02  0.666493E+02 -0.116538E+02   -220.095      0.000   -125.928     704
   705.00000 -0.747861E+02  0.727605E+02 -0.774584E+02  0.666493E+02 -0.116591E+02   -218.998      0.000   -125.940     705
   706.00000 -0.747705E+02  0.727605E+02 -0.774428E+02  0.666493E+02 -0.116643E+02   -238.323      0.000   -125.943     706
   707.00000 -0.747432E+02  0.727605E+02 -0.774155E+02  0.666493E+02 -0.116696E+02   -274.539      0.000   -125.937     707
   708.00000 -0.747204E+02  0.727605E+02 -0.773927E+02  0.666493E+02 -0.116749E+02   -292.249      0.000   -125.923     708
   709.00000 -0.746996E+02  0.727605E+02 -0.773719E+02  0.666493E+02 -0.116801E+02   -305.895      0.000   -125.900     709
   710.00000 -0.748419E+02  0.727605E+02 -0.775142E+02  0.666493E+02 -0.116854E+02   -123.651      0.000   -125.872     710
   711.00000 -0.748388E+02  0.727605E+02 -0.775111E+02  0.666493E+02 -0.116907E+02   -174.554      0.000   -125.836     711
   712.00000 -0.748368E+02  0.727605E+02 -0.775091E+02  0.666493E+02 -0.116960E+02   -185.711      0.000   -125.791     712
   713.00000 -0.750342E+02  0.727605E+02 -0.777065E+02  0.666493E+02 -0.117013E+02    -88.695      0.000   -125.741     713
   714.00000 -0.750342E+02  0.727605E+02 -0.777065E+02  0.666493E+02 -0.117066E+02   -132.065      0.000   -125.683     714
   715.00000 -0.750253E+02  0.727605E+02 -0.776976E+02  0.666493E+02 -0.117119E+02   -150.821      0.000   -125.619     715
   716.00000 -0.750186E+02  0.727605E+02 -0.776909E+02  0.666493E+02 -0.117172E+02   -163.534      0.000   -125.548     716
   717.00000 -0.750170E+02  0.727605E+02 -0.776893E+02  0.666493E+02 -0.117226E+02   -168.525      0.000   -125.472     717
   718.00000 -0.750141E+02  0.727605E+02 -0.776864E+02  0.666493E+02 -0.117279E+02   -175.536      0.000   -125.392     718
   719.00000 -0.750116E+02  0.727605E+02 -0.776839E+02  0.666493E+02 -0.117333E+02   -180.169      0.000   -125.307     719
   720.00000 -0.750088E+02  0.727605E+02 -0.776811E+02  0.666493E+02 -0.117387E+02   -184.897      0.000   -125.220     720
   721.00000 -0.750080E+02  0.727605E+02 -0.776803E+02  0.666493E+02 -0.117441E+02   -186.730      0.000   -125.129     721
   722.00000 -0.750065E+02  0.727605E+02 -0.776788E+02  0.666493E+02 -0.117495E+02   -189.992      0.000   -125.036     722
   723.00000 -0.749843E+02  0.727605E+02 -0.776566E+02  0.666493E+02 -0.117549E+02   -217.820      0.000   -124.942     723
   724.00000 -0.749748E+02  0.727605E+02 -0.776471E+02  0.666493E+02 -0.117603E+02   -218.685      0.000   -124.845     724
   725.00000 -0.749439E+02  0.727605E+02 -0.776162E+02  0.666493E+02 -0.117658E+02   -257.781      0.000   -124.748     725
   726.00000 -0.749106E+02  0.727605E+02 -0.775829E+02  0.666493E+02 -0.117713E+02   -295.093      0.000   -124.650     726
   727.00000 -0.748873E+02  0.727605E+02 -0.775596E+02  0.666493E+02 -0.117768E+02   -304.509      0.000   -124.552     727
   728.00000 -0.748656E+02  0.727605E+02 -0.775379E+02  0.666493E+02 -0.117823E+02   -316.239      0.000   -124.453     728
   729.00000 -0.748360E+02  0.727605E+02 -0.775083E+02  0.666493E+02 -0.117878E+02   -354.711      0.000   -124.355     729
   730.00000 -0.748176E+02  0.727605E+02 -0.774899E+02  0.666493E+02 -0.117933E+02   -349.116      0.000   -124.257     730
   731.00000 -0.748075E+02  0.727605E+02 -0.774799E+02  0.666493E+02 -0.117989E+02   -328.461      0.000   -124.159     731
   732.00000 -0.748040E+02  0.727605E+02 -0.774763E+02  0.666493E+02 -0.118044E+02   -303.063      0.000   -124.062     732
   733.00000 -0.747879E+02  0.727605E+02 -0.774603E+02  0.666493E+02 -0.118100E+02   -324.843      0.000   -123.966     733
   734.00000 -0.747775E+02  0.727605E+02 -0.774499E+02  0.666493E+02 -0.118156E+02   -319.708      0.000   -123.872     734
   735.00000 -0.747745E+02  0.727605E+02 -0.774468E+02  0.666493E+02 -0.118212E+02   -299.592      0.000   -123.778     735
   736.00000 -0.750503E+02  0.727605E+02 -0.777226E+02  0.666493E+02 -0.118269E+02    -85.185      0.000   -123.684     736
   737.00000 -0.750270E+02  0.727605E+02 -0.776993E+02  0.666493E+02 -0.118325E+02   -155.250      0.000   -123.592     737
   738.00000 -0.749910E+02  0.727605E+02 -0.776633E+02  0.666493E+02 -0.118381E+02   -201.303      0.000   -123.501     738
   739.00000 -0.749580E+02  0.727605E+02 -0.776303E+02  0.666493E+02 -0.118438E+02   -233.516      0.000   -123.412     739
   740.00000 -0.749449E+02  0.727605E+02 -0.776172E+02  0.666493E+02 -0.118495E+02   -232.086      0.000   -123.324     740
   741.00000 -0.749399E+02  0.727605E+02 -0.776122E+02  0.666493E+02 -0.118552E+02   -226.231      0.000   -123.237     741
   742.00000 -0.749027E+02  0.727605E+02 -0.775750E+02  0.666493E+02 -0.118609E+02   -284.945      0.000   -123.151     742
   743.00000 -0.748571E+02  0.727605E+02 -0.775294E+02  0.666493E+02 -0.118666E+02   -363.060      0.000   -123.067     743
   744.00000 -0.748271E+02  0.727605E+02 -0.774994E+02  0.666493E+02 -0.118724E+02   -381.408      0.000   -122.985     744
   745.00000 -0.748202E+02  0.727605E+02 -0.774925E+02  0.666493E+02 -0.118781E+02   -332.630      0.000   -122.903     745
   746.00000 -0.748173E+02  0.727605E+02 -0.774896E+02  0.666493E+02 -0.118839E+02   -303.758      0.000   -122.823     746
   747.00000 -0.748112E+02  0.727605E+02 -0.774835E+02  0.666493E+02 -0.118897E+02   -297.743      0.000   -122.745     747
   748.00000 -0.747863E+02  0.727605E+02 -0.774586E+02  0.666493E+02 -0.118955E+02   -346.686      0.000   -122.668     748
   749.00000 -0.747689E+02  0.727605E+02 -0.774412E+02  0.666493E+02 -0.119013E+02   -354.705      0.000   -122.593     749
   750.00000 -0.747484E+02  0.727605E+02 -0.774207E+02  0.666493E+02 -0.119071E+02   -378.215      0.000   -122.519     750
   751.00000 -0.747164E+02  0.727605E+02 -0.773887E+02  0.666493E+02 -0.119129E+02   -452.332      0.000   -122.447     751
   752.00000 -0.747015E+02  0.727605E+02 -0.773738E+02  0.666493E+02 -0.119187E+02   -427.184      0.000   -122.377     752
   753.00000 -0.746846E+02  0.727605E+02 -0.773569E+02  0.666493E+02 -0.119246E+02   -431.687      0.000   -122.309     753
   754.00000 -0.746677E+02  0.727605E+02 -0.773400E+02  0.666493E+02 -0.119305E+02   -439.355      0.000   -122.243     754
   755.00000 -0.746563E+02  0.727605E+02 -0.773286E+02  0.666493E+02 -0.119363E+02   -422.104      0.000   -122.178     755
   756.00000 -0.746306E+02  0.727605E+02 -0.773029E+02  0.666493E+02 -0.119422E+02   -488.592      0.000   -122.116     756
   757.00000 -0.748531E+02  0.727605E+02 -0.775254E+02  0.666493E+02 -0.119481E+02   -110.603      0.000   -122.054     757
   758.00000 -0.748467E+02  0.727605E+02 -0.775190E+02  0.666493E+02 -0.119540E+02   -181.371      0.000   -121.995     758
   759.00000 -0.748428E+02  0.727605E+02 -0.775151E+02  0.666493E+02 -0.119599E+02   -200.403      0.000   -121.938     759
   760.00000 -0.748312E+02  0.727605E+02 -0.775035E+02  0.666493E+02 -0.119658E+02   -222.232      0.000   -121.883     760
   761.00000 -0.748084E+02  0.727605E+02 -0.774807E+02  0.666493E+02 -0.119717E+02   -254.886      0.000   -121.831     761
   762.00000 -0.747854E+02  0.727605E+02 -0.774577E+02  0.666493E+02 -0.119777E+02   -281.977      0.000   -121.781     762
   763.00000 -0.747663E+02  0.727605E+02 -0.774386E+02  0.666493E+02 -0.119836E+02   -297.441      0.000   -121.733     763
   764.00000 -0.747165E+02  0.727605E+02 -0.773888E+02  0.666493E+02 -0.119895E+02   -424.568      0.000   -121.687     764
   765.00000 -0.746791E+02  0.727605E+02 -0.773514E+02  0.666493E+02 -0.119955E+02   -488.183      0.000   -121.643     765
   766.00000 -0.746405E+02  0.727605E+02 -0.773129E+02  0.666493E+02 -0.120015E+02   -585.264      0.000   -121.602     766
   767.00000 -0.746115E+02  0.727605E+02 -0.772839E+02  0.666493E+02 -0.120074E+02   -616.848      0.000   -121.563     767
   768.00000 -0.745629E+02  0.727605E+02 -0.772352E+02  0.666493E+02 -0.120134E+02   -889.892      0.000   -121.526     768
   769.00000 -0.745426E+02  0.727605E+02 -0.772150E+02  0.666493E+02 -0.120194E+02   -789.785      0.000   -121.492     769
   770.00000 -0.745044E+02  0.727605E+02 -0.771768E+02  0.666493E+02 -0.120254E+02  -1026.765      0.000   -121.459     770
   771.00000 -0.744501E+02  0.727605E+02 -0.771225E+02  0.666493E+02 -0.120314E+02  -1698.399      0.000   -121.430     771
   772.00000 -0.744192E+02  0.727605E+02 -0.770915E+02  0.666493E+02 -0.120373E+02  -1751.818      0.000   -121.402     772
   773.00000 -0.743594E+02  0.727605E+02 -0.770317E+02  0.666493E+02 -0.120433E+02  -3431.751      0.000   -121.377     773
   774.00000 -0.743120E+02  0.727605E+02 -0.769844E+02  0.666493E+02 -0.120493E+02  -4787.548      0.000   -121.354     774
   775.00000 -0.742991E+02  0.727605E+02 -0.769715E+02  0.666493E+02 -0.120553E+02  -3096.686      0.000   -121.334     775
   776.00000 -0.742777E+02  0.727605E+02 -0.769501E+02  0.666493E+02 -0.120613E+02  -3018.936      0.000   -121.316     776
   777.00000 -0.742279E+02  0.727605E+02 -0.769002E+02  0.666493E+02 -0.120674E+02  -6222.320      0.000   -121.301     777
   778.00000 -0.741762E+02  0.727605E+02 -0.768485E+02  0.666493E+02 -0.120734E+02 -11957.443      0.000   -121.288     778
   779.00000 -0.741456E+02  0.727605E+02 -0.768179E+02  0.666493E+02 -0.120794E+02 -11678.210      0.000   -121.278     779
   780.00000 -0.741099E+02  0.727605E+02 -0.767822E+02  0.666493E+02 -0.120854E+02 -15643.054      0.000   -121.269     780
   781.00000 -0.742769E+02  0.727605E+02 -0.769492E+02  0.666493E+02 -0.120914E+02   -266.717      0.000   -121.263     781
   782.00000 -0.742689E+02  0.727605E+02 -0.769412E+02  0.666493E+02 -0.120974E+02   -471.198      0.000   -121.258     782
   783.00000 -0.742638E+02  0.727605E+02 -0.769361E+02  0.666493E+02 -0.121034E+02   -522.427      0.000   -121.256     783
   784.00000 -0.742601E+02  0.727605E+02 -0.769324E+02  0.666493E+02 -0.121095E+02   -527.420      0.000   -121.257     784
   785.00000 -0.742519E+02  0.727605E+02 -0.769242E+02  0.666493E+02 -0.121155E+02   -554.251      0.000   -121.261     785
   786.00000 -0.742144E+02  0.727605E+02 -0.768867E+02  0.666493E+02 -0.121215E+02   -889.053      0.000   -121.267     786
   787.00000 -0.741742E+02  0.727605E+02 -0.768465E+02  0.666493E+02 -0.121275E+02  -1376.277      0.000   -121.275     787
